Log file open, 01/03/23 14:22:57
[2023.01.03-06.22.59:247][  0]LogRHI: Texture pool is 2121 MB (70% of 3030 MB)
[2023.01.03-06.22.59:247][  0]LogD3D12RHI: Async texture creation enabled
[2023.01.03-06.22.59:247][  0]LogD3D12RHI: RHI has support for 64 bit atomics
[2023.01.03-06.22.59:276][  0]LogTurnkeySupport: Running Turnkey SDK detection: ' -ScriptsForProject="D:/Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/MyFirstGame.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="D:/Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Intermediate/TurnkeyReport_0.log" -log="D:/Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Intermediate/TurnkeyLog_0.log" -project="D:/Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/MyFirstGame.uproject"  -platform=all'
[2023.01.03-06.22.59:276][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""D:/StudySoftware/UnrealEngine/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="D:/Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/MyFirstGame.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="D:/Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Intermediate/TurnkeyReport_0.log" -log="D:/Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Intermediate/TurnkeyLog_0.log" -project="D:/Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/MyFirstGame.uproject"  -platform=all" ]
[2023.01.03-06.22.59:308][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatASTC
[2023.01.03-06.22.59:308][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatDXT
[2023.01.03-06.22.59:308][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatETC2
[2023.01.03-06.22.59:308][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatIntelISPCTexComp
[2023.01.03-06.22.59:308][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatUncompressed
[2023.01.03-06.22.59:308][  0]LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.8
[2023.01.03-06.22.59:308][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
[2023.01.03-06.22.59:309][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.6.dll
[2023.01.03-06.22.59:310][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.7.dll
[2023.01.03-06.22.59:310][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.8.dll
[2023.01.03-06.22.59:311][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatOodle
[2023.01.03-06.22.59:322][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
[2023.01.03-06.22.59:322][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
[2023.01.03-06.22.59:322][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
[2023.01.03-06.22.59:322][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
[2023.01.03-06.22.59:322][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
[2023.01.03-06.22.59:322][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
[2023.01.03-06.22.59:322][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXTClient'
[2023.01.03-06.22.59:322][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2Client'
[2023.01.03-06.22.59:322][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_Multi'
[2023.01.03-06.22.59:322][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
[2023.01.03-06.22.59:351][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLens'
[2023.01.03-06.22.59:351][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLensClient'
[2023.01.03-06.22.59:356][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
[2023.01.03-06.22.59:356][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
[2023.01.03-06.22.59:360][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
[2023.01.03-06.22.59:360][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxEditor'
[2023.01.03-06.22.59:360][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxServer'
[2023.01.03-06.22.59:360][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxClient'
[2023.01.03-06.22.59:364][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64'
[2023.01.03-06.22.59:364][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Server'
[2023.01.03-06.22.59:364][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Client'
[2023.01.03-06.22.59:367][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOS'
[2023.01.03-06.22.59:367][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOSClient'
[2023.01.03-06.22.59:375][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Windows'
[2023.01.03-06.22.59:375][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsEditor'
[2023.01.03-06.22.59:375][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsServer'
[2023.01.03-06.22.59:375][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsClient'
[2023.01.03-06.22.59:375][  0]LogTargetPlatformManager: Display: Building Assets For WindowsEditor
[2023.01.03-06.22.59:375][  0]LogTargetPlatformManager: Unable to find audio format BINKA from hinted modules, loading all potential format modules to find it
[2023.01.03-06.22.59:379][  0]LogTargetPlatformManager: Loaded format module AudioFormatADPCM
[2023.01.03-06.22.59:379][  0]LogTargetPlatformManager:   ADPCM
[2023.01.03-06.22.59:379][  0]LogTargetPlatformManager:   PCM
[2023.01.03-06.22.59:382][  0]LogTargetPlatformManager: Loaded format module AudioFormatBink
[2023.01.03-06.22.59:382][  0]LogTargetPlatformManager:   BINKA
[2023.01.03-06.22.59:388][  0]LogAudioDebug: Display: Lib vorbis DLL was dynamically loaded.
[2023.01.03-06.22.59:388][  0]LogTargetPlatformManager: Loaded format module AudioFormatOgg
[2023.01.03-06.22.59:388][  0]LogTargetPlatformManager:   OGG
[2023.01.03-06.22.59:391][  0]LogTargetPlatformManager: Loaded format module AudioFormatOpus
[2023.01.03-06.22.59:391][  0]LogTargetPlatformManager:   OPUS
[2023.01.03-06.22.59:448][  0]LogTargetPlatformManager: Unable to find shader format SF_METAL from hinted modules, loading all potential format modules to find it
[2023.01.03-06.22.59:456][  0]LogTargetPlatformManager: Loaded format module MetalShaderFormat
[2023.01.03-06.22.59:456][  0]LogTargetPlatformManager:   SF_METAL
[2023.01.03-06.22.59:456][  0]LogTargetPlatformManager:   SF_METAL_MRT
[2023.01.03-06.22.59:456][  0]LogTargetPlatformManager:   SF_METAL_TVOS
[2023.01.03-06.22.59:456][  0]LogTargetPlatformManager:   SF_METAL_MRT_TVOS
[2023.01.03-06.22.59:456][  0]LogTargetPlatformManager:   SF_METAL_SM5
[2023.01.03-06.22.59:456][  0]LogTargetPlatformManager:   SF_METAL_MACES3_1
[2023.01.03-06.22.59:456][  0]LogTargetPlatformManager:   SF_METAL_MRT_MAC
[2023.01.03-06.22.59:456][  0]LogTargetPlatformManager: Loaded format module ShaderFormatD3D
[2023.01.03-06.22.59:456][  0]LogTargetPlatformManager:   PCD3D_SM6
[2023.01.03-06.22.59:456][  0]LogTargetPlatformManager:   PCD3D_SM5
[2023.01.03-06.22.59:456][  0]LogTargetPlatformManager:   PCD3D_ES31
[2023.01.03-06.22.59:456][  0]LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
[2023.01.03-06.22.59:456][  0]LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
[2023.01.03-06.22.59:456][  0]LogTargetPlatformManager:   GLSL_150_ES31
[2023.01.03-06.22.59:456][  0]LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
[2023.01.03-06.22.59:463][  0]LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
[2023.01.03-06.22.59:463][  0]LogTargetPlatformManager:   VVM_1_0
[2023.01.03-06.22.59:463][  0]LogTargetPlatformManager: Loaded format module VulkanShaderFormat
[2023.01.03-06.22.59:463][  0]LogTargetPlatformManager:   SF_VULKAN_SM5
[2023.01.03-06.22.59:463][  0]LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
[2023.01.03-06.22.59:463][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2023.01.03-06.22.59:463][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2023.01.03-06.22.59:465][  0]LogRendererCore: Ray tracing is disabled. Reason: disabled through project setting (r.RayTracing=0).
[2023.01.03-06.22.59:466][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file ../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2023.01.03-06.22.59:466][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2023.01.03-06.22.59:466][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file ../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.01.03-06.22.59:466][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
[2023.01.03-06.22.59:489][  0]LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1433 MiB)
[2023.01.03-06.22.59:489][  0]LogDerivedDataCache: FDerivedDataBackendGraph: EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.01.03-06.22.59:489][  0]LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
[2023.01.03-06.22.59:497][  0]LogDerivedDataCache: Speed tests for ../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/DerivedDataCache took 0.01 seconds
[2023.01.03-06.22.59:497][  0]LogDerivedDataCache: Display: Performance to ../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/DerivedDataCache: Latency=0.06ms. RandomReadSpeed=279.84MBs, RandomWriteSpeed=250.87MBs. Assigned SpeedClass 'Local'
[2023.01.03-06.22.59:498][  0]LogDerivedDataCache: Using Local data cache path ../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/DerivedDataCache: Writable
[2023.01.03-06.22.59:498][  0]LogDerivedDataCache: Shared data cache path not found in *engine.ini, will not use an Shared cache.
[2023.01.03-06.22.59:498][  0]LogDerivedDataCache: Unable to find inner node Shared for hierarchy Hierarchy.
[2023.01.03-06.22.59:498][  0]LogVirtualization: Display: VirtualizationSystem name found in ini file: None
[2023.01.03-06.22.59:498][  0]LogVirtualization: Display: FNullVirtualizationSystem mounted, virtualization will be disabled
[2023.01.03-06.22.59:498][  0]LogShaderCompilers: Guid format shader working directory is -25 characters bigger than the processId version (../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Intermediate/Shaders/WorkingDirectory/23860/).
[2023.01.03-06.22.59:499][  0]LogShaderCompilers: Cleaned the shader compiler working directory 'C:/Users/z1769/AppData/Local/Temp/UnrealShaderWorkingDir/0694C92647AF06EF639DD8A2A8E93FF4/'.
[2023.01.03-06.22.59:499][  0]LogXGEController: Cannot use XGE Controller as Incredibuild is not installed on this machine.
[2023.01.03-06.22.59:499][  0]LogShaderCompilers: Display: Using Local Shader Compiler with 5 workers.
[2023.01.03-06.23.00:396][  0]LogTurnkeySupport: Completed SDK detection: ExitCode = 0
[2023.01.03-06.23.00:603][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.01.03-06.23.00:603][  0]LogShaderCompilers: Display: Autogen file is unchanged, skipping write.
[2023.01.03-06.23.01:062][  0]LogInit: FStereoShaderAspects: --- StereoAspects begin ---
[2023.01.03-06.23.01:062][  0]LogInit: FStereoShaderAspects: Platform=PCD3D_SM6 (49)
[2023.01.03-06.23.01:062][  0]LogInit: FStereoShaderAspects: bInstancedStereo = 0
[2023.01.03-06.23.01:062][  0]LogInit: FStereoShaderAspects: bMobilePlatform = 0
[2023.01.03-06.23.01:062][  0]LogInit: FStereoShaderAspects: bMobilePostprocessing = 1
[2023.01.03-06.23.01:062][  0]LogInit: FStereoShaderAspects: bMobileMultiView = 0
[2023.01.03-06.23.01:062][  0]LogInit: FStereoShaderAspects: bMultiViewportCapable = 1
[2023.01.03-06.23.01:062][  0]LogInit: FStereoShaderAspects: bInstancedStereoNative = 0
[2023.01.03-06.23.01:062][  0]LogInit: FStereoShaderAspects: ---
[2023.01.03-06.23.01:062][  0]LogInit: FStereoShaderAspects: bMobileMultiViewCoreSupport = 0
[2023.01.03-06.23.01:062][  0]LogInit: FStereoShaderAspects: bMobileMultiViewNative = 0
[2023.01.03-06.23.01:062][  0]LogInit: FStereoShaderAspects: bMobileMultiViewFallback = 0
[2023.01.03-06.23.01:062][  0]LogInit: FStereoShaderAspects: ---
[2023.01.03-06.23.01:062][  0]LogInit: FStereoShaderAspects: bInstancedMultiViewportEnabled = 0
[2023.01.03-06.23.01:062][  0]LogInit: FStereoShaderAspects: bInstancedStereoEnabled = 0
[2023.01.03-06.23.01:062][  0]LogInit: FStereoShaderAspects: bMobileMultiViewEnabled = 0
[2023.01.03-06.23.01:062][  0]LogInit: FStereoShaderAspects: --- StereoAspects end ---
[2023.01.03-06.23.01:223][  0]LogSlate: Using FreeType 2.10.0
[2023.01.03-06.23.01:224][  0]LogSlate: SlateFontServices - WITH_FREETYPE: 1, WITH_HARFBUZZ: 1
[2023.01.03-06.23.01:292][  0]LogAssetRegistry: FAssetRegistry took 0.0111 seconds to start up
[2023.01.03-06.23.01:297][  0]LogEditorDomain: Display: EditorDomain is Disabled
[2023.01.03-06.23.01:479][  0]LogTexture: Display: Texture Encode Speed: FinalIfAvailable (editor).
[2023.01.03-06.23.01:814][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: Available device profiles:
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B901277C00][000006B8F93A3000 52] GlobalDefaults, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B901277800][000006B8FD99C800 52] Windows, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B901278E00][000006B8FD990000 52] WindowsEditor, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B901277200][000006B8FD99A000 52] WindowsServer, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B901278C00][000006B8F8732800 52] WindowsClient, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B901278400][000006B8FD997800 52] IOS, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B901277600][000006B901720000 52] iPadAir2, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B901279C00][000006B901727800 52] IPadPro, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B901279E00][000006B901725000 52] iPadAir3, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B901279800][000006B90172A000 52] iPadAir4, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B901276A00][000006B90172C800 52] iPadAir5, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B901276200][000006B8EDFC2800 52] iPadMini4, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B901278800][000006B901740000 52] iPadMini5, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B901279A00][000006B901745000 52] iPadMini6, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127BA00][000006B90174C800 52] iPhone6S, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127BC00][000006B90174A000 52] iPhone7, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127BE00][000006B901747800 52] iPodTouch7, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127B000][000006B901722800 52] iPhone6SPlus, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127A400][000006B901750000 52] iPhone7Plus, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B901276C00][000006B901755000 52] iPhoneSE, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B901278200][000006B901757800 52] iPhone8, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B901278000][000006B90175A000 52] iPhone8Plus, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127B400][000006B90175C800 52] iPhoneX, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127B200][000006B901742800 52] iPhoneXS, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B901277400][000006B9017F0000 52] iPhoneXSMax, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127A800][000006B9017F5000 52] iPhoneXR, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B901279400][000006B9017F7800 52] iPhone11, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B901279000][000006B9017FA000 52] iPhone11Pro, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B901278600][000006B9017FC800 52] iPhone11ProMax, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B901279200][000006B901752800 52] iPhoneSE2, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127A200][000006B9017C0000 52] iPhone12Mini, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B901276E00][000006B9017C5000 52] iPhone12, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B901279600][000006B9017C7800 52] iPhone12Pro, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B901278A00][000006B9017CA000 52] iPhone12ProMax, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127C000][000006B9017CC800 52] iPhone13Mini, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127AA00][000006B9017F2800 52] iPhone13, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127A600][000006B9017D0000 52] iPhone13Pro, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B901277000][000006B9017D5000 52] iPhone13ProMax, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127C200][000006B9017D7800 52] iPhoneSE3, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127A000][000006B9017DA000 52] iPhone14, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127B800][000006B9017DC800 52] iPhone14Plus, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127C800][000006B9017C2800 52] iPhone14Pro, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127D000][000006B901770000 52] iPhone14ProMax, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127CC00][000006B901775000 52] iPadPro105, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127CA00][000006B901777800 52] iPadPro129, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127C600][000006B90177A000 52] iPadPro97, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127D200][000006B90177C800 52] iPadPro2_129, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127AE00][000006B9017D2800 52] iPad5, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127CE00][000006B901780000 52] iPad6, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127AC00][000006B901785000 52] iPad7, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127E000][000006B901787800 52] iPad8, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127DC00][000006B90178A000 52] iPad9, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127D400][000006B90178C800 52] iPad10, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127B600][000006B901772800 52] iPadPro11, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127E200][000006B901790000 52] iPadPro2_11, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127D600][000006B901795000 52] iPadPro3_11, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127DA00][000006B901797800 52] iPadPro4_11, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127DE00][000006B90179A000 52] iPadPro3_129, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127F000][000006B90179C800 52] iPadPro4_129, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127D800][000006B901782800 52] iPadPro5_129, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127E800][000006B902110000 52] iPadPro6_129, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127E400][000006B902115000 52] AppleTV, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127F200][000006B902117800 52] AppleTV4K, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127EA00][000006B90211A000 52] AppleTV2_4K, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B90127EC00][000006B90211C800 52] TVOS, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B902150C00][000006B902130000 52] Mac, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B902150E00][000006B902132800 52] MacEditor, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B902151400][000006B902137800 52] MacClient, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B902150A00][000006B90213A000 52] MacServer, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B902152A00][000006B901792800 52] Linux, 
[2023.01.03-06.23.01:814][  0]LogDeviceProfileManager: 	[000006B902152C00][000006B902112800 52] LinuxEditor, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902152600][000006B90213C800 52] LinuxArm64Editor, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902152200][000006B902120000 52] LinuxArm64, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902152E00][000006B902125000 52] LinuxClient, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902150600][000006B902127800 52] LinuxArm64Client, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902150400][000006B90212A000 52] LinuxServer, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902151200][000006B90212C800 52] LinuxArm64Server, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902150200][000006B902135000 52] Android, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902150800][000006B902140000 52] Android_Preview_OpenGL, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902152400][000006B902145000 52] Android_Preview_Vulkan, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902151600][000006B902147800 52] Android_Low, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902153000][000006B90214A000 52] Android_Mid, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902152000][000006B90214C800 52] Android_High, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902151C00][000006B902122800 52] Android_Default, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902151A00][000006B902160000 52] Android_Adreno4xx, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902152800][000006B902165000 52] Android_Adreno5xx_Low, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902150000][000006B902167800 52] Android_Adreno5xx, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902153E00][000006B90216A000 52] Android_Adreno6xx, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902153600][000006B90216C800 52] Android_Adreno6xx_Vulkan, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902154000][000006B902142800 52] Android_Adreno7xx, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902153800][000006B902180000 52] Android_Adreno7xx_Vulkan, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902153400][000006B902185000 52] Android_Mali_T6xx, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902153200][000006B902187800 52] Android_Mali_T7xx, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902153A00][000006B90218A000 52] Android_Mali_T8xx, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902151E00][000006B90218C800 52] Android_Mali_G71, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902154E00][000006B902162800 52] Android_Mali_G72, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902154600][000006B902190000 52] Android_Mali_G72_Vulkan, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902155000][000006B902195000 52] Android_Mali_G76, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902154800][000006B902197800 52] Android_Mali_G76_Vulkan, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902154400][000006B90219A000 52] Android_Mali_G77, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902154200][000006B90219C800 52] Android_Mali_G77_Vulkan, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902154A00][000006B902182800 52] Android_Mali_G78, 
[2023.01.03-06.23.01:815][  0]LogDeviceProfileManager: 	[000006B902151800][000006B9021A0000 52] Android_Mali_G78_Vulkan, 
